"0.5","16.249",
"1.0","19.287",
"1.5","18.520",
"2.0","16.267",
"2.5","18.739",
"3.0","16.574",
"3.5","18.933",
"4.5","13.365",
"5.0","18.271",
"5.5","17.196",
"6.0","17.196",
"6.5","13.517",
"7.0","13.507",
"7.5","14.443",
"8.0","13.811",
"8.5","13.847",
"9.0","13.611",
"10.0","14.008",
"10.5","13.577",
"11.0","14.005",
"11.5","13.986",
"12.5","14.972",
"13.0","14.178",
"13.5","14.178",
"14.0","13.774",
"14.5","13.562",
"15.0","17.492",
"16.0","13.309",
"16.5","14.197",
"17.0","13.984",
"17.5","14.514",
"18.5","13.593",
"19.0","13.971",
"19.5","14.047",
"20.0","14.229",
"21.0","20.654",
"21.5","26.576",
"22.0","24.897",
"22.5","24.008",
"23.0","23.518",
"24.5","23.357",
"25.0","23.235",
"25.5","24.018",
"26.0","23.465",
"27.0","23.627",
"27.5","23.395",
"28.0","23.602",
"28.5","23.734",
"29.0","23.444",
"29.5","23.660",
"30.0","22.984",
"30.5","22.984",
"31.0","23.832",
"31.5","23.667",
"32.0","24.687",
"32.5","23.528",
"33.0","23.685",
"34.0","23.622",
"34.5","23.405",
"35.0","23.405",
"35.5","23.499",
"36.5","23.542",
"37.0","23.627",
"37.5","23.853",
"38.0","23.925",
"38.5","23.561",
"39.0","23.469",
"40.0","23.520",
"40.5","23.585",
"41.0","23.733",
"41.5","23.505",
"42.0","24.448",
"42.5","23.718",
"43.5","23.718",
"44.0","23.602",
"44.5","23.605",
"45.0","23.653",
"45.5","23.609",
"46.5","23.558",
"47.0","23.525",
"47.5","23.730",
"48.0","23.825",
"48.5","23.207",
"49.5","23.800",
"50.0","23.662",
"50.5","23.686",
"51.0","23.520",
"51.5","23.662",
"52.0","24.180",
"53.0","23.532",
"53.5","23.458",
"54.0","23.812",
"54.5","23.611",
"55.0","23.611",
"55.5","23.608",
"56.0","23.783",
"56.5","23.800",
"57.0","23.696",
"57.5","23.271",
"58.0","23.958",
"58.5","23.958",
"59.0","23.833",
"60.0","24.371",
"60.5","23.704",
"61.0","23.714",
"61.5","23.698",
"62.0","24.380",
"62.5","23.542",
"63.5","23.542",
"64.0","23.658",
"64.5","24.278",
"65.0","23.650",
"65.5","23.875",
"66.0","23.609",
"67.0","23.355",
