"0.5","16.440",
"1.5","19.159",
"2.0","18.560",
"2.5","16.704",
"3.0","16.704",
"3.5","15.139",
"4.0","17.320",
"4.5","17.382",
"5.0","14.677",
"5.5","14.351",
"6.5","14.646",
"7.0","14.295",
"7.5","13.816",
"8.0","15.058",
"9.0","13.338",
"9.5","16.595",
"10.0","16.595",
"10.5","14.281",
"11.0","13.781",
"11.5","13.894",
"12.5","17.776",
"13.0","14.348",
"13.5","15.615",
"14.0","15.313",
"15.0","13.811",
"15.5","14.107",
"16.0","14.092",
"16.5","13.945",
"17.0","13.945",
"17.5","13.741",
"18.5","13.519",
"19.0","14.661",
"19.5","13.836",
"20.0","18.262",
"20.5","18.262",
"21.0","18.262",
"21.5","23.579",
"22.0","23.063",
"22.5","23.243",
"23.5","23.088",
"24.0","23.001",
"24.5","24.244",
"25.0","23.014",
"25.5","23.135",
"26.0","23.456",
"27.0","23.127",
"27.5","23.143",
"28.0","23.143",
"28.5","23.380",
"29.0","23.472",
"30.0","24.119",
"30.5","25.832",
"31.0","24.034",
"31.5","27.848",
"32.0","26.056",
"33.0","23.728",
"33.5","24.161",
"34.0","24.355",
"34.5","23.797",
"35.0","23.344",
"35.5","23.243",
"36.5","23.474",
"37.0","23.403",
"37.5","23.403",
"38.0","23.280",
"38.5","23.172",
"39.0","23.496",
"40.0","23.210",
"40.5","23.343",
"41.0","23.254",
"41.5","23.277",
"42.0","23.277",
"42.5","23.421",
"43.5","23.343",
"44.0","23.212",
"44.5","23.373",
"45.0","23.363",
"45.5","23.363",
"46.5","23.221",
"47.0","23.373",
"47.5","24.588",
"48.0","23.711",
"48.5","23.538",
"49.0","24.261",
"50.0","23.301",
"50.5","23.301",
"51.0","25.653",
"51.5","23.609",
"52.0","24.266",
"53.0","24.073",
"53.5","23.357",
"54.0","23.357",
"54.5","23.350",
"55.0","23.318",
"56.0","23.318",
"56.5","23.345",
"57.0","23.446",
"57.5","23.446",
"58.0","23.300",
"59.0","24.103",
"59.5","23.411",
"60.0","23.540",
"60.5","23.394",
"61.0","25.613",
"62.0","25.613",
"62.5","26.256",
"63.0","24.533",
"63.5","23.568",
"64.0","23.523",
"65.0","23.421",
"65.5","24.146",
"66.0","23.383",
"66.5","23.597",
"67.0","23.329",
"67.5","23.559",
"68.5","23.403",
"69.0","23.279",
"69.5","23.496",
"70.0","23.589",
"71.0","23.080",
"71.5","23.038",
"72.0","26.131",
"72.5","28.686",
"73.0","24.842",
"73.5","25.985",
"74.5","23.850",
"75.0","24.514",
"75.5","24.514",
"76.0","24.301",
"76.5","24.064",
"77.5","23.960",
"78.0","23.609",
"78.5","23.437",
"79.0","23.438",
"79.5","23.438",
"80.5","23.353",
"81.0","23.207",
"81.5","23.569",
"82.0","23.463",
"82.5","23.477",
"83.0","24.423",
"84.0","24.230",
"84.5","24.160",
"85.0","23.671",
"85.5","23.503",
"86.0","23.575",
"86.5","23.465",
"87.5","23.465",
"88.0","23.557",
